esemeny_id;gep_azonosito;datum;kezdes_idopont;vege_idopont;idotartam_perc;tevekenyseg_kod;megjegyzes
10490;HA-ENM;2025.05.16;1:00:00;2:00:00;60,00;m;
10491;HA-ENM;2025.05.16;2:00:00;3:00:00;60,00;m;
10492;HA-ENM;2025.05.16;3:00:00;4:00:00;60,00;m;
10493;HA-ENM;2025.05.16;4:00:00;5:00:00;60,00;m;
10494;HA-ENM;2025.05.16;5:00:00;6:00:00;60,00;m;
10495;HA-ENM;2025.05.16;6:00:00;7:00:00;60,00;r;
10496;HA-ENM;2025.05.16;7:00:00;8:00:00;60,00;r;
10497;HA-ENM;2025.05.16;8:00:00;9:00:00;60,00;cs;
10498;HA-ENM;2025.05.16;9:00:00;10:00:00;60,00;r;
10499;HA-ENM;2025.05.16;10:00:00;11:00:00;60,00;r;
10500;HA-ENM;2025.05.16;11:00:00;12:00:00;60,00;cs;
10501;HA-ENM;2025.05.16;12:00:00;13:00:00;60,00;r;
10502;HA-ENM;2025.05.16;13:00:00;14:00:00;60,00;r;
10503;HA-ENM;2025.05.16;14:00:00;15:00:00;60,00;r;
10504;HA-ENM;2025.05.16;15:00:00;16:00:00;60,00;r;
10505;HA-ENM;2025.05.16;16:00:00;17:00:00;60,00;r;
10506;HA-ENM;2025.05.16;17:00:00;18:00:00;60,00;m;
10507;HA-ENM;2025.05.16;18:00:00;19:00:00;60,00;m;
10508;HA-ENM;2025.05.16;19:00:00;20:00:00;60,00;m;
10509;HA-ENM;2025.05.16;20:00:00;21:00:00;60,00;m;
10510;HA-ENM;2025.05.16;21:00:00;22:00:00;60,00;m;
10511;HA-ENM;2025.05.16;22:00:00;23:00:00;60,00;m;
10512;HA-ENM;2025.05.16;23:00:00;0:00:00;60,00;m;
10513;HA-ENM;2025.05.17;0:00:00;1:00:00;60,00;m;
10514;HA-ENM;2025.05.17;1:00:00;2:00:00;60,00;m;
10515;HA-ENM;2025.05.17;2:00:00;3:00:00;60,00;m;
10516;HA-ENM;2025.05.17;3:00:00;4:00:00;60,00;m;
10517;HA-ENM;2025.05.17;4:00:00;5:00:00;60,00;m;
10518;HA-ENM;2025.05.17;5:00:00;6:00:00;60,00;m;
10519;HA-ENM;2025.05.17;6:00:00;7:00:00;60,00;m;
10520;HA-ENM;2025.05.17;7:00:00;8:00:00;60,00;m;
10521;HA-ENM;2025.05.17;8:00:00;9:00:00;60,00;r;
10522;HA-ENM;2025.05.17;9:00:00;10:00:00;60,00;r;
10523;HA-ENM;2025.05.17;10:00:00;11:00:00;60,00;o;
10524;HA-ENM;2025.05.17;11:00:00;12:00:00;60,00;o;
10525;HA-ENM;2025.05.17;12:00:00;13:00:00;60,00;o;
10526;HA-ENM;2025.05.17;13:00:00;14:00:00;60,00;o;
10527;HA-ENM;2025.05.17;14:00:00;15:00:00;60,00;m;
10528;HA-ENM;2025.05.17;15:00:00;16:00:00;60,00;m;
10529;HA-ENM;2025.05.17;16:00:00;17:00:00;60,00;m;
10530;HA-ENM;2025.05.17;17:00:00;18:00:00;60,00;m;
10531;HA-ENM;2025.05.17;18:00:00;19:00:00;60,00;m;
10532;HA-ENM;2025.05.17;19:00:00;20:00:00;60,00;m;
10533;HA-ENM;2025.05.17;20:00:00;21:00:00;60,00;m;
10534;HA-ENM;2025.05.17;21:00:00;22:00:00;60,00;m;
10535;HA-ENM;2025.05.17;22:00:00;23:00:00;60,00;m;
10536;HA-ENM;2025.05.17;23:00:00;0:00:00;60,00;m;
10537;HA-ENM;2025.05.18;0:00:00;1:00:00;60,00;m;
10538;HA-ENM;2025.05.18;1:00:00;2:00:00;60,00;m;
10539;HA-ENM;2025.05.18;2:00:00;3:00:00;60,00;m;
10540;HA-ENM;2025.05.18;3:00:00;4:00:00;60,00;m;
10541;HA-ENM;2025.05.18;4:00:00;5:00:00;60,00;m;
10542;HA-ENM;2025.05.18;5:00:00;6:00:00;60,00;m;
10543;HA-ENM;2025.05.18;6:00:00;7:00:00;60,00;m;
10544;HA-ENM;2025.05.18;7:00:00;8:00:00;60,00;m;
10545;HA-ENM;2025.05.18;8:00:00;9:00:00;60,00;o;
10546;HA-ENM;2025.05.18;9:00:00;10:00:00;60,00;o;
10547;HA-ENM;2025.05.18;10:00:00;11:00:00;60,00;o;
10548;HA-ENM;2025.05.18;11:00:00;12:00:00;60,00;o;
10549;HA-ENM;2025.05.18;12:00:00;13:00:00;60,00;o;
10550;HA-ENM;2025.05.18;13:00:00;14:00:00;60,00;o;
10551;HA-ENM;2025.05.18;14:00:00;15:00:00;60,00;m;
10552;HA-ENM;2025.05.18;15:00:00;16:00:00;60,00;m;
10553;HA-ENM;2025.05.18;16:00:00;17:00:00;60,00;m;
10554;HA-ENM;2025.05.18;17:00:00;18:00:00;60,00;m;
10555;HA-ENM;2025.05.18;18:00:00;19:00:00;60,00;m;
10556;HA-ENM;2025.05.18;19:00:00;20:00:00;60,00;m;
10557;HA-ENM;2025.05.18;20:00:00;21:00:00;60,00;m;
10558;HA-ENM;2025.05.18;21:00:00;22:00:00;60,00;m;
10559;HA-ENM;2025.05.18;22:00:00;23:00:00;60,00;m;
10560;HA-ENM;2025.05.18;23:00:00;0:00:00;60,00;m;
10561;HA-ENM;2025.05.19;0:00:00;1:00:00;60,00;m;
10562;HA-ENM;2025.05.19;1:00:00;2:00:00;60,00;m;
10563;HA-ENM;2025.05.19;2:00:00;3:00:00;60,00;m;
10564;HA-ENM;2025.05.19;3:00:00;4:00:00;60,00;m;
10565;HA-ENM;2025.05.19;4:00:00;5:00:00;60,00;m;
10566;HA-ENM;2025.05.19;5:00:00;6:00:00;60,00;m;
10567;HA-ENM;2025.05.19;6:00:00;7:00:00;60,00;z;
10568;HA-ENM;2025.05.19;7:00:00;8:00:00;60,00;a;
10569;HA-ENM;2025.05.19;8:00:00;9:00:00;60,00;a;
10570;HA-ENM;2025.05.19;9:00:00;10:00:00;60,00;cs;
10571;HA-ENM;2025.05.19;10:00:00;11:00:00;60,00;a;
10572;HA-ENM;2025.05.19;11:00:00;12:00:00;60,00;a;
10573;HA-ENM;2025.05.19;12:00:00;13:00:00;60,00;cs;
10574;HA-ENM;2025.05.19;13:00:00;14:00:00;60,00;a;
10575;HA-ENM;2025.05.19;14:00:00;15:00:00;60,00;a;
10576;HA-ENM;2025.05.19;15:00:00;16:00:00;60,00;cs;
10577;HA-ENM;2025.05.19;16:00:00;17:00:00;60,00;a;
10578;HA-ENM;2025.05.19;17:00:00;18:00:00;60,00;r;
10579;HA-ENM;2025.05.19;18:00:00;19:00:00;60,00;m;
10580;HA-ENM;2025.05.19;19:00:00;20:00:00;60,00;m;
10581;HA-ENM;2025.05.19;20:00:00;21:00:00;60,00;m;
10582;HA-ENM;2025.05.19;21:00:00;22:00:00;60,00;m;
10583;HA-ENM;2025.05.19;22:00:00;23:00:00;60,00;m;
10584;HA-ENM;2025.05.19;23:00:00;0:00:00;60,00;m;
10585;HA-ENM;2025.05.20;0:00:00;1:00:00;60,00;m;
10586;HA-ENM;2025.05.20;1:00:00;2:00:00;60,00;m;
10587;HA-ENM;2025.05.20;2:00:00;3:00:00;60,00;m;
10588;HA-ENM;2025.05.20;3:00:00;4:00:00;60,00;m;
10589;HA-ENM;2025.05.20;4:00:00;5:00:00;60,00;m;
10590;HA-ENM;2025.05.20;5:00:00;6:00:00;60,00;m;
10591;HA-ENM;2025.05.20;6:00:00;7:00:00;60,00;r;
10592;HA-ENM;2025.05.20;7:00:00;8:00:00;60,00;r;
10593;HA-ENM;2025.05.20;8:00:00;9:00:00;60,00;cs;
10594;HA-ENM;2025.05.20;9:00:00;10:00:00;60,00;r;
10595;HA-ENM;2025.05.20;10:00:00;11:00:00;60,00;r;
10596;HA-ENM;2025.05.20;11:00:00;12:00:00;60,00;cs;
10597;HA-ENM;2025.05.20;12:00:00;13:00:00;60,00;r;
10598;HA-ENM;2025.05.20;13:00:00;14:00:00;60,00;r;
10599;HA-ENM;2025.05.20;14:00:00;15:00:00;60,00;cs;
10600;HA-ENM;2025.05.20;15:00:00;16:00:00;60,00;r;
10601;HA-ENM;2025.05.20;16:00:00;17:00:00;60,00;r;
10602;HA-ENM;2025.05.20;17:00:00;18:00:00;60,00;m;
10603;HA-ENM;2025.05.20;18:00:00;19:00:00;60,00;m;
10604;HA-ENM;2025.05.20;19:00:00;20:00:00;60,00;m;
10605;HA-ENM;2025.05.20;20:00:00;21:00:00;60,00;m;
10606;HA-ENM;2025.05.20;21:00:00;22:00:00;60,00;m;
10607;HA-ENM;2025.05.20;22:00:00;23:00:00;60,00;m;
10608;HA-ENM;2025.05.20;23:00:00;0:00:00;60,00;m;
10609;HA-ENM;2025.05.21;0:00:00;1:00:00;60,00;m;
10610;HA-ENM;2025.05.21;1:00:00;2:00:00;60,00;m;
10611;HA-ENM;2025.05.21;2:00:00;3:00:00;60,00;m;
10612;HA-ENM;2025.05.21;3:00:00;4:00:00;60,00;m;
10613;HA-ENM;2025.05.21;4:00:00;5:00:00;60,00;m;
10614;HA-ENM;2025.05.21;5:00:00;6:00:00;60,00;m;
10615;HA-ENM;2025.05.21;6:00:00;7:00:00;60,00;n;
10616;HA-ENM;2025.05.21;7:00:00;8:00:00;60,00;n;
10617;HA-ENM;2025.05.21;8:00:00;9:00:00;60,00;n;
10618;HA-ENM;2025.05.21;9:00:00;10:00:00;60,00;n;
10619;HA-ENM;2025.05.21;10:00:00;11:00:00;60,00;n;
10620;HA-ENM;2025.05.21;11:00:00;12:00:00;60,00;n;
10621;HA-ENM;2025.05.21;12:00:00;13:00:00;60,00;n;
10622;HA-ENM;2025.05.21;13:00:00;14:00:00;60,00;z;
10623;HA-ENM;2025.05.21;14:00:00;15:00:00;60,00;r;
10624;HA-ENM;2025.05.21;15:00:00;16:00:00;60,00;r;
10625;HA-ENM;2025.05.21;16:00:00;17:00:00;60,00;m;
10626;HA-ENM;2025.05.21;17:00:00;18:00:00;60,00;m;
10627;HA-ENM;2025.05.21;18:00:00;19:00:00;60,00;m;
10628;HA-ENM;2025.05.21;19:00:00;20:00:00;60,00;m;
10629;HA-ENM;2025.05.21;20:00:00;21:00:00;60,00;m;
10630;HA-ENM;2025.05.21;21:00:00;22:00:00;60,00;m;
10631;HA-ENM;2025.05.21;22:00:00;23:00:00;60,00;m;
10632;HA-ENM;2025.05.21;23:00:00;0:00:00;60,00;m;
10633;HA-ENM;2025.05.22;0:00:00;1:00:00;60,00;m;
10634;HA-ENM;2025.05.22;1:00:00;2:00:00;60,00;m;
10635;HA-ENM;2025.05.22;2:00:00;3:00:00;60,00;m;
10636;HA-ENM;2025.05.22;3:00:00;4:00:00;60,00;m;
10637;HA-ENM;2025.05.22;4:00:00;5:00:00;60,00;m;
10638;HA-ENM;2025.05.22;5:00:00;6:00:00;60,00;m;
10639;HA-ENM;2025.05.22;6:00:00;7:00:00;60,00;n;
10640;HA-ENM;2025.05.22;7:00:00;8:00:00;60,00;n;
10641;HA-ENM;2025.05.22;8:00:00;9:00:00;60,00;n;
10642;HA-ENM;2025.05.22;9:00:00;10:00:00;60,00;n;
10643;HA-ENM;2025.05.22;10:00:00;11:00:00;60,00;n;
10644;HA-ENM;2025.05.22;11:00:00;12:00:00;60,00;n;
10645;HA-ENM;2025.05.22;12:00:00;13:00:00;60,00;n;
10646;HA-ENM;2025.05.22;13:00:00;14:00:00;60,00;n;
10647;HA-ENM;2025.05.22;14:00:00;15:00:00;60,00;z;
10648;HA-ENM;2025.05.22;15:00:00;16:00:00;60,00;z;
10649;HA-ENM;2025.05.22;16:00:00;17:00:00;60,00;m;
10650;HA-ENM;2025.05.22;17:00:00;18:00:00;60,00;m;
10651;HA-ENM;2025.05.22;18:00:00;19:00:00;60,00;m;
10652;HA-ENM;2025.05.22;19:00:00;20:00:00;60,00;m;
10653;HA-ENM;2025.05.22;20:00:00;21:00:00;60,00;m;
10654;HA-ENM;2025.05.22;21:00:00;22:00:00;60,00;m;
10655;HA-ENM;2025.05.22;22:00:00;23:00:00;60,00;m;
10656;HA-ENM;2025.05.22;23:00:00;0:00:00;60,00;m;
10657;HA-ENM;2025.05.23;0:00:00;1:00:00;60,00;m;
10658;HA-ENM;2025.05.23;1:00:00;2:00:00;60,00;m;
10659;HA-ENM;2025.05.23;2:00:00;3:00:00;60,00;m;
10660;HA-ENM;2025.05.23;3:00:00;4:00:00;60,00;m;
10661;HA-ENM;2025.05.23;4:00:00;5:00:00;60,00;m;
10662;HA-ENM;2025.05.23;5:00:00;6:00:00;60,00;m;
10663;HA-ENM;2025.05.23;6:00:00;7:00:00;60,00;a;
10664;HA-ENM;2025.05.23;7:00:00;8:00:00;60,00;a;
10665;HA-ENM;2025.05.23;8:00:00;9:00:00;60,00;cs;
10666;HA-ENM;2025.05.23;9:00:00;10:00:00;60,00;a;
10667;HA-ENM;2025.05.23;10:00:00;11:00:00;60,00;a;
10668;HA-ENM;2025.05.23;11:00:00;12:00:00;60,00;cs;
10669;HA-ENM;2025.05.23;12:00:00;13:00:00;60,00;a;
10670;HA-ENM;2025.05.23;13:00:00;14:00:00;60,00;a;
10671;HA-ENM;2025.05.23;14:00:00;15:00:00;60,00;a;
10672;HA-ENM;2025.05.23;15:00:00;16:00:00;60,00;a;
10673;HA-ENM;2025.05.23;16:00:00;17:00:00;60,00;m;
10674;HA-ENM;2025.05.23;17:00:00;18:00:00;60,00;m;
10675;HA-ENM;2025.05.23;18:00:00;19:00:00;60,00;m;
10676;HA-ENM;2025.05.23;19:00:00;20:00:00;60,00;m;
10677;HA-ENM;2025.05.23;20:00:00;21:00:00;60,00;m;
10678;HA-ENM;2025.05.23;21:00:00;22:00:00;60,00;m;
10679;HA-ENM;2025.05.23;22:00:00;23:00:00;60,00;m;
10680;HA-ENM;2025.05.23;23:00:00;0:00:00;60,00;m;
10681;HA-ENM;2025.05.24;0:00:00;1:00:00;60,00;m;
10682;HA-ENM;2025.05.24;1:00:00;2:00:00;60,00;m;
10683;HA-ENM;2025.05.24;2:00:00;3:00:00;60,00;m;
10684;HA-ENM;2025.05.24;3:00:00;4:00:00;60,00;m;
10685;HA-ENM;2025.05.24;4:00:00;5:00:00;60,00;m;
10686;HA-ENM;2025.05.24;5:00:00;6:00:00;60,00;m;
10687;HA-ENM;2025.05.24;6:00:00;7:00:00;60,00;m;
10688;HA-ENM;2025.05.24;7:00:00;8:00:00;60,00;m;
10689;HA-ENM;2025.05.24;8:00:00;9:00:00;60,00;o;
10690;HA-ENM;2025.05.24;9:00:00;10:00:00;60,00;o;
10691;HA-ENM;2025.05.24;10:00:00;11:00:00;60,00;o;
10692;HA-ENM;2025.05.24;11:00:00;12:00:00;60,00;o;
10693;HA-ENM;2025.05.24;12:00:00;13:00:00;60,00;o;
10694;HA-ENM;2025.05.24;13:00:00;14:00:00;60,00;o;
10695;HA-ENM;2025.05.24;14:00:00;15:00:00;60,00;m;
10696;HA-ENM;2025.05.24;15:00:00;16:00:00;60,00;m;
10697;HA-ENM;2025.05.24;16:00:00;17:00:00;60,00;m;
10698;HA-ENM;2025.05.24;17:00:00;18:00:00;60,00;m;
10699;HA-ENM;2025.05.24;18:00:00;19:00:00;60,00;m;
10700;HA-ENM;2025.05.24;19:00:00;20:00:00;60,00;m;
10701;HA-ENM;2025.05.24;20:00:00;21:00:00;60,00;m;
10702;HA-ENM;2025.05.24;21:00:00;22:00:00;60,00;m;
10703;HA-ENM;2025.05.24;22:00:00;23:00:00;60,00;m;
10704;HA-ENM;2025.05.24;23:00:00;0:00:00;60,00;m;
10705;HA-ENM;2025.05.25;0:00:00;1:00:00;60,00;m;
10706;HA-ENM;2025.05.25;1:00:00;2:00:00;60,00;m;
10707;HA-ENM;2025.05.25;2:00:00;3:00:00;60,00;m;
10708;HA-ENM;2025.05.25;3:00:00;4:00:00;60,00;m;
10709;HA-ENM;2025.05.25;4:00:00;5:00:00;60,00;m;
10710;HA-ENM;2025.05.25;5:00:00;6:00:00;60,00;m;
10711;HA-ENM;2025.05.25;6:00:00;7:00:00;60,00;m;
10712;HA-ENM;2025.05.25;7:00:00;8:00:00;60,00;m;
10713;HA-ENM;2025.05.25;8:00:00;9:00:00;60,00;dh;
10714;HA-ENM;2025.05.25;9:00:00;10:00:00;60,00;r;
10715;HA-ENM;2025.05.25;10:00:00;11:00:00;60,00;r;
10716;HA-ENM;2025.05.25;11:00:00;12:00:00;60,00;cs;
10717;HA-ENM;2025.05.25;12:00:00;13:00:00;60,00;r;
10718;HA-ENM;2025.05.25;13:00:00;14:00:00;60,00;r;
10719;HA-ENM;2025.05.25;14:00:00;15:00:00;60,00;m;
10720;HA-ENM;2025.05.25;15:00:00;16:00:00;60,00;m;
10721;HA-ENM;2025.05.25;16:00:00;17:00:00;60,00;m;
10722;HA-ENM;2025.05.25;17:00:00;18:00:00;60,00;m;
10723;HA-ENM;2025.05.25;18:00:00;19:00:00;60,00;m;
10724;HA-ENM;2025.05.25;19:00:00;20:00:00;60,00;m;
10725;HA-ENM;2025.05.25;20:00:00;21:00:00;60,00;m;
10726;HA-ENM;2025.05.25;21:00:00;22:00:00;60,00;m;
10727;HA-ENM;2025.05.25;22:00:00;23:00:00;60,00;m;
10728;HA-ENM;2025.05.25;23:00:00;0:00:00;60,00;m;
10729;HA-ENM;2025.05.26;0:00:00;1:00:00;60,00;m;
10730;HA-ENM;2025.05.26;1:00:00;2:00:00;60,00;m;
10731;HA-ENM;2025.05.26;2:00:00;3:00:00;60,00;m;
10732;HA-ENM;2025.05.26;3:00:00;4:00:00;60,00;m;
10733;HA-ENM;2025.05.26;4:00:00;5:00:00;60,00;m;
10734;HA-ENM;2025.05.26;5:00:00;6:00:00;60,00;m;
10735;HA-ENM;2025.05.26;6:00:00;7:00:00;60,00;r;
10736;HA-ENM;2025.05.26;7:00:00;8:00:00;60,00;r;
10737;HA-ENM;2025.05.26;8:00:00;9:00:00;60,00;cs;
10738;HA-ENM;2025.05.26;9:00:00;10:00:00;60,00;r;
10739;HA-ENM;2025.05.26;10:00:00;11:00:00;60,00;cs;
10740;HA-ENM;2025.05.26;11:00:00;12:00:00;60,00;r;
10741;HA-ENM;2025.05.26;12:00:00;13:00:00;60,00;r;
10742;HA-ENM;2025.05.26;13:00:00;14:00:00;60,00;cs;
10743;HA-ENM;2025.05.26;14:00:00;15:00:00;60,00;r;
10744;HA-ENM;2025.05.26;15:00:00;16:00:00;60,00;dh;
10745;HA-ENM;2025.05.26;16:00:00;17:00:00;60,00;m;
10746;HA-ENM;2025.05.26;17:00:00;18:00:00;60,00;m;
10747;HA-ENM;2025.05.26;18:00:00;19:00:00;60,00;m;
10748;HA-ENM;2025.05.26;19:00:00;20:00:00;60,00;m;
10749;HA-ENM;2025.05.26;20:00:00;21:00:00;60,00;m;
10750;HA-ENM;2025.05.26;21:00:00;22:00:00;60,00;m;
10751;HA-ENM;2025.05.26;22:00:00;23:00:00;60,00;m;
10752;HA-ENM;2025.05.26;23:00:00;0:00:00;60,00;m;
10753;HA-ENM;2025.05.27;0:00:00;1:00:00;60,00;m;
10754;HA-ENM;2025.05.27;1:00:00;2:00:00;60,00;m;
10755;HA-ENM;2025.05.27;2:00:00;3:00:00;60,00;m;
10756;HA-ENM;2025.05.27;3:00:00;4:00:00;60,00;m;
10757;HA-ENM;2025.05.27;4:00:00;5:00:00;60,00;m;
10758;HA-ENM;2025.05.27;5:00:00;6:00:00;60,00;m;
10759;HA-ENM;2025.05.27;6:00:00;7:00:00;60,00;r;
10760;HA-ENM;2025.05.27;7:00:00;8:00:00;60,00;r;
10761;HA-ENM;2025.05.27;8:00:00;9:00:00;60,00;cs;
10762;HA-ENM;2025.05.27;9:00:00;10:00:00;60,00;r;
10763;HA-ENM;2025.05.27;10:00:00;11:00:00;60,00;r;
10764;HA-ENM;2025.05.27;11:00:00;12:00:00;60,00;cs;
10765;HA-ENM;2025.05.27;12:00:00;13:00:00;60,00;a;
10766;HA-ENM;2025.05.27;13:00:00;14:00:00;60,00;a;
10767;HA-ENM;2025.05.27;14:00:00;15:00:00;60,00;dh;
10768;HA-ENM;2025.05.27;15:00:00;16:00:00;60,00;dh;
10769;HA-ENM;2025.05.27;16:00:00;17:00:00;60,00;m;
10770;HA-ENM;2025.05.27;17:00:00;18:00:00;60,00;m;
10771;HA-ENM;2025.05.27;18:00:00;19:00:00;60,00;m;
10772;HA-ENM;2025.05.27;19:00:00;20:00:00;60,00;m;
10773;HA-ENM;2025.05.27;20:00:00;21:00:00;60,00;m;
10774;HA-ENM;2025.05.27;21:00:00;22:00:00;60,00;m;
10775;HA-ENM;2025.05.27;22:00:00;23:00:00;60,00;m;
10776;HA-ENM;2025.05.27;23:00:00;0:00:00;60,00;m;
10777;HA-ENM;2025.05.28;0:00:00;1:00:00;60,00;m;
10778;HA-ENM;2025.05.28;1:00:00;2:00:00;60,00;m;
10779;HA-ENM;2025.05.28;2:00:00;3:00:00;60,00;m;
10780;HA-ENM;2025.05.28;3:00:00;4:00:00;60,00;m;
10781;HA-ENM;2025.05.28;4:00:00;5:00:00;60,00;m;
10782;HA-ENM;2025.05.28;5:00:00;6:00:00;60,00;m;
10783;HA-ENM;2025.05.28;6:00:00;7:00:00;60,00;n;
10784;HA-ENM;2025.05.28;7:00:00;8:00:00;60,00;n;
10785;HA-ENM;2025.05.28;8:00:00;9:00:00;60,00;n;
10786;HA-ENM;2025.05.28;9:00:00;10:00:00;60,00;n;
10787;HA-ENM;2025.05.28;10:00:00;11:00:00;60,00;n;
10788;HA-ENM;2025.05.28;11:00:00;12:00:00;60,00;n;
10789;HA-ENM;2025.05.28;12:00:00;13:00:00;60,00;n;
10790;HA-ENM;2025.05.28;13:00:00;14:00:00;60,00;r;
10791;HA-ENM;2025.05.28;14:00:00;15:00:00;60,00;k;
10792;HA-ENM;2025.05.28;15:00:00;16:00:00;60,00;k;
10793;HA-ENM;2025.05.28;16:00:00;17:00:00;60,00;m;
10794;HA-ENM;2025.05.28;17:00:00;18:00:00;60,00;m;
10795;HA-ENM;2025.05.28;18:00:00;19:00:00;60,00;m;
10796;HA-ENM;2025.05.28;19:00:00;20:00:00;60,00;m;
10797;HA-ENM;2025.05.28;20:00:00;21:00:00;60,00;m;
10798;HA-ENM;2025.05.28;21:00:00;22:00:00;60,00;m;
10799;HA-ENM;2025.05.28;22:00:00;23:00:00;60,00;m;
10800;HA-ENM;2025.05.28;23:00:00;0:00:00;60,00;m;
10801;HA-ENM;2025.05.29;0:00:00;1:00:00;60,00;m;
10802;HA-ENM;2025.05.29;1:00:00;2:00:00;60,00;m;
10803;HA-ENM;2025.05.29;2:00:00;3:00:00;60,00;m;
10804;HA-ENM;2025.05.29;3:00:00;4:00:00;60,00;m;
10805;HA-ENM;2025.05.29;4:00:00;5:00:00;60,00;m;
10806;HA-ENM;2025.05.29;5:00:00;6:00:00;60,00;m;
10807;HA-ENM;2025.05.29;6:00:00;7:00:00;60,00;k;
10808;HA-ENM;2025.05.29;7:00:00;8:00:00;60,00;k;
10809;HA-ENM;2025.05.29;8:00:00;9:00:00;60,00;k;
10810;HA-ENM;2025.05.29;9:00:00;10:00:00;60,00;k;
10811;HA-ENM;2025.05.29;10:00:00;11:00:00;60,00;k;
10812;HA-ENM;2025.05.29;11:00:00;12:00:00;60,00;k;
10813;HA-ENM;2025.05.29;12:00:00;13:00:00;60,00;k;
10814;HA-ENM;2025.05.29;13:00:00;14:00:00;60,00;k;
10815;HA-ENM;2025.05.29;14:00:00;15:00:00;60,00;k;
10816;HA-ENM;2025.05.29;15:00:00;16:00:00;60,00;k;
10817;HA-ENM;2025.05.29;16:00:00;17:00:00;60,00;m;
10818;HA-ENM;2025.05.29;17:00:00;18:00:00;60,00;m;
10819;HA-ENM;2025.05.29;18:00:00;19:00:00;60,00;m;
10820;HA-ENM;2025.05.29;19:00:00;20:00:00;60,00;m;
10821;HA-ENM;2025.05.29;20:00:00;21:00:00;60,00;m;
10822;HA-ENM;2025.05.29;21:00:00;22:00:00;60,00;m;
10823;HA-ENM;2025.05.29;22:00:00;23:00:00;60,00;m;
10824;HA-ENM;2025.05.29;23:00:00;0:00:00;60,00;m;
10825;HA-ENM;2025.05.30;0:00:00;1:00:00;60,00;m;
10826;HA-ENM;2025.05.30;1:00:00;2:00:00;60,00;m;
10827;HA-ENM;2025.05.30;2:00:00;3:00:00;60,00;m;
10828;HA-ENM;2025.05.30;3:00:00;4:00:00;60,00;m;
10829;HA-ENM;2025.05.30;4:00:00;5:00:00;60,00;m;
10830;HA-ENM;2025.05.30;5:00:00;6:00:00;60,00;m;
10831;HA-ENM;2025.05.30;6:00:00;7:00:00;60,00;k;
10832;HA-ENM;2025.05.30;7:00:00;8:00:00;60,00;k;
10833;HA-ENM;2025.05.30;8:00:00;9:00:00;60,00;k;
10834;HA-ENM;2025.05.30;9:00:00;10:00:00;60,00;k;
10835;HA-ENM;2025.05.30;10:00:00;11:00:00;60,00;k;
10836;HA-ENM;2025.05.30;11:00:00;12:00:00;60,00;k;
10837;HA-ENM;2025.05.30;12:00:00;13:00:00;60,00;k;
10838;HA-ENM;2025.05.30;13:00:00;14:00:00;60,00;k;
10839;HA-ENM;2025.05.30;14:00:00;15:00:00;60,00;k;
10840;HA-ENM;2025.05.30;15:00:00;16:00:00;60,00;k;
10841;HA-ENM;2025.05.30;16:00:00;17:00:00;60,00;m;
10842;HA-ENM;2025.05.30;17:00:00;18:00:00;60,00;m;
10843;HA-ENM;2025.05.30;18:00:00;19:00:00;60,00;m;
10844;HA-ENM;2025.05.30;19:00:00;20:00:00;60,00;m;
10845;HA-ENM;2025.05.30;20:00:00;21:00:00;60,00;m;
10846;HA-ENM;2025.05.30;21:00:00;22:00:00;60,00;m;
10847;HA-ENM;2025.05.30;22:00:00;23:00:00;60,00;m;
10848;HA-ENM;2025.05.30;23:00:00;0:00:00;60,00;m;
10849;HA-ENM;2025.05.31;0:00:00;1:00:00;60,00;m;
10850;HA-ENM;2025.05.31;1:00:00;2:00:00;60,00;m;
10851;HA-ENM;2025.05.31;2:00:00;3:00:00;60,00;m;
10852;HA-ENM;2025.05.31;3:00:00;4:00:00;60,00;m;
10853;HA-ENM;2025.05.31;4:00:00;5:00:00;60,00;m;
10854;HA-ENM;2025.05.31;5:00:00;6:00:00;60,00;m;
10855;HA-ENM;2025.05.31;6:00:00;7:00:00;60,00;m;
10856;HA-ENM;2025.05.31;7:00:00;8:00:00;60,00;m;
10857;HA-ENM;2025.05.31;8:00:00;9:00:00;60,00;k;
10858;HA-ENM;2025.05.31;9:00:00;10:00:00;60,00;k;
10859;HA-ENM;2025.05.31;10:00:00;11:00:00;60,00;k;
10860;HA-ENM;2025.05.31;11:00:00;12:00:00;60,00;k;
10861;HA-ENM;2025.05.31;12:00:00;13:00:00;60,00;k;
10862;HA-ENM;2025.05.31;13:00:00;14:00:00;60,00;k;
10863;HA-ENM;2025.05.31;14:00:00;15:00:00;60,00;m;
10864;HA-ENM;2025.05.31;15:00:00;16:00:00;60,00;m;
10865;HA-ENM;2025.05.31;16:00:00;17:00:00;60,00;m;
10866;HA-ENM;2025.05.31;17:00:00;18:00:00;60,00;m;
10867;HA-ENM;2025.05.31;18:00:00;19:00:00;60,00;m;
10868;HA-ENM;2025.05.31;19:00:00;20:00:00;60,00;m;
10869;HA-ENM;2025.05.31;20:00:00;21:00:00;60,00;m;
10870;HA-ENM;2025.05.31;21:00:00;22:00:00;60,00;m;
10871;HA-ENM;2025.05.31;22:00:00;23:00:00;60,00;m;
10872;HA-ENM;2025.05.31;23:00:00;0:00:00;60,00;m;
10873;HA-ENJ;2025.01.01;0:00:00;1:00:00;60,00;m;
10874;HA-ENJ;2025.01.01;1:00:00;2:00:00;60,00;m;
10875;HA-ENJ;2025.01.01;2:00:00;3:00:00;60,00;m;
